URL,Manufacturer,Additional Descriptions,Product Description,Data ASIN
https://www.amazon.in//HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-121,A. H. Creation,"['Style Name: Travel Backpacks; Closure Type: Zipper<br>; Closure Type: Zipper; Style Name: Travel Backpacks<br>', 'Pattern Name: Solid; Age Range Description: Adult; Warranty Description: 1 Year Manufecturing Warrenty; Compartment Description: Up To 16 Inches<br>']",,B09B7KC93T
https://www.amazon.in//WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-122,14-May-19,"['Ample Compartments : The handbag will fulfil all your storage needs with its 3 big compartments and 6 pockets having a capacity of holding 20L of weight. The spacious compartments can keep all your stuff from your ipad, and smartphone to your kid’s diapers or your makeup kit and the side pocket can keep your water bottle or umbrella and take them out anytime without the need of opening and closing the zipper lock every time.', 'High-quality Polyester : he stylish bag is constructed in premium quality waterproof polyester material which makes it a durable option. You can carry all your stuff with ease as the high-quality material of the bag ensures no breakage or damage to the bag due to weight. The waterproof material saves all your stuff from getting wet and the imported quality zippers ensure that they will not break or lose their shine even after continuous usage.', ""Soft Fabric : As the bag's fabric is so comfortable to the touch, carrying it won't bother you. The shoulder straps of the bag are made from extra soft material which makes sure that the straps do not cause any itching or irritation even after continuous usage. So, you don't have to be concerned about the straps hurting your shoulders."", ""Classy and Stylish : The solid finish of the bag gives it a dash of style and class. You can take it anywhere from parties to the office and the bag will be your best style buddy everywhere. No matter if you are an office-going girl or a college girl, you can make a style statement with this bag. Every girl's wardrobe needs this bag because of its flawless finish, which elevates it to must-have status."", ""Light Feel : Even with all of your belongings inside this high-quality bag, which weighs only 400 grams and won't add to your burden when carried, you'll feel light. The shoulder straps of the bag make sure that it rests perfectly on your shoulders and you don't feel too much weight ensuring that even after carrying the bag for hours, your shoulders won't feel any pain on your shoulders."", 'Warranty: 6 months domestic warranty on manufacturing defects, Covered in Warranty: Zippers & Sliders, Not Covered in Warranty:Cloth Material, Care Instructions: Do not expose to extreme heat']",,B099PLT91X
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMDM0MTQ0NzM2MjUwODY0OjE2ODUwMjQyOTM6c3BfbXRmOjIwMTYxNjE2MjY1ODk4OjowOjo&url=%2FSPENZ-BAGS-Backpack-Raincover-Orange%2Fdp%2FB0C3RLGQR5%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Spenz Bags,"['LARGE CAPACITY & MANY POCKETS: This backpack has two main compartment pockets. One separate laptop compartment holds 15.6 Inch Laptop as well as 15 Inch, 14 Inch and 13 Inch Mac book or Laptop. The other one packing compartment is roomy for daily necessities and tech electronics accessories. Front compartment with zipper pocket and 2 elastic mesh side pockets.Make your items organized and easier to find.', 'COMFY & BREATHABLE BACKPACK: Adjustable shoulder straps and back side comes with comfortable and breathable mesh design, relieves the stress of your shoulder. A comfortable airflow foam-pad back design with soft, multi-panel breathable mesh padding, offer your back maximum back support. A foam-padded top handle for a long time carry on.', 'HIGH QUALITY MATERIAL: Our backpack made of waterproof and quality Polyester fabric with metal zippers. Lightweight and sturdy, ensure a secure & long-lasting usage every day. Perfects for weekend getaways, shopping, office work, business traveling and other outdoor activities. Also, it is a perfect student’s backpack for women, men, teens, boys and girls.', 'LAPTOP PROTECTION: Separate laptop compartment with foam padded of this back pack offers the optimal protection for your 15.6 inch laptop. Mesh pockets for mouse, adapter, charging cord and other electronics. Take the worry out of your work and study.', 'IDEAL GIFT: This fashionable backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.']",,B0C3RLGQR5
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMDM0MTQ0NzM2MjUwODY0OjE2ODUwMjQyOTM6c3BfbXRmOjIwMDg1MjE1MTYzNDk4OjowOjo&url=%2FBATUM-Astro-Canvas-Leather-Backpack%2Fdp%2FB0BJ8RWHHX%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Walletsnbags,"['Care Instructions: Wipe with Dry Cloth', 'A Unique Top open easy access haversack', 'Made in 16 oz Waxed canvas and genuine Leather', 'Water & dirt resistant waxed canvas', 'Can accommodate 15 inch laptop', '6 Months Warranty (against manufacturing defects)']",,B0BJ8RWHHX
https://www.amazon.in//Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-125,"Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777","['Ease off your shoulders with the AmazonBasics- Casual Backpack that helps carry laptops and other essentials comfortably', '1 large compartment for keeping a laptop', 'The compartment can also be used for carrying personal belongings, other digital devices, books, notepads, etc.', 'Easily accessible front pocket for storing smaller items like phones, business cards, etc.', 'Made from water-resistant polyester fabric', 'Comfortable cushioned shoulder straps', 'Padded compartment at the back to support laptop', 'Dimensions and Weight: 45 cm (L) X 32 cm (B) X 13 cm (H); 0.460 grams']",,B09W4WJ1CB
https://www.amazon.in//COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-126,Cosmus,"['Care Instructions: Hand Wash Only', 'Large multi-compartment backpack with a padded sleeve for laptops, Holds up to 15 inches Laptop<br> <br>', 'Water Resistance PU Coated Durable Fabric, with padded back section for comfortable carry<br> <br>', 'Front Organizer compartments for pens, keys, and cell phone<br> <br>', 'Age Range Description: Adult; Strap Type: Cross-Body; Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Pattern Name: Solid; Closure Type: Zipper; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket <br>']"," Perfect for daily commuter or occasional traveller, this  strong backpack is loaded with pockets/compartments to hold all your  important documents.15.6 inches premium Laptop backpack is  made from High-Grade  polyester fabric and features a well  organized design with high quality fittings. ",B078JVT384
https://www.amazon.in//Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-127,"ah arctic hunter, Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com","['[Built in Rain Cover]-- Matching water-resistant rain cover included, with a strap to attach it to your backpack, so that you can use this bag in any season and all weather conditions, making it a great choice for outdoor use.', '[SAFETY & FREE YOUR HAND]-- This antitheft business travel laptop backpack comes with a Locker so you never have to worry about someone stealing your laptop, ipad,file and other valueablesPlease reset the password of the backpack and remember the new password.if you forget the password,Please contact us by sending internal information on Amazon.LUGGAGE STRAP allows backpack to fit on luggage/suitcase. Durable metal zippers close and open smoothly, ensuring a long-lasting usage everyday', '[MULTI-FUNCTION]-- No need to worry about your phone battery running out with the useful USB port and charging cable, (power bank not included). There is also a headphone jack so you can listen to your favourite music on the go', '[COMFORTABLE]-- Ideal for work, high school, college, university, travelling, hiking, cycling or camping with its back padding made of breathable mesh and foam to keep you cool, and lining on the shoulder straps to prevent backaches and cutting into your shoulders', '[Multi-Level Organizer]-- The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. 2 Year Warranty aganist manufracturing defects caused by workmanship. 2 year warranty DOES NOT cover natural wear or tear and damage due to mishandling.']",,B08HM4TQZZ
https://www.amazon.in//DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-128,28-Aug-18,"['Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>', 'Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>', 'Utility: Office, College, School, Camping, Weekend trip, Day trip<br>', 'Accessories shown in the picture are not part of the bag.<br>', 'Style Name: Daypack Backpacks; Pocket Description: Utility Pocket; Strap Type: Shoulder Strap; Warranty Description: No Warranty; Age Range Description: Kid; Water Resistance Level: Water Resistant; Color Name: Nvy Blu-Wht; Closure Type: Zipper<br>']",,B07H1BPCGQ
https://www.amazon.in//Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-129,Half_Moon,"['This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.', ""Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days."", 'Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.', ""Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less."", 'FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc']",,B0C23Z9W18
https://www.amazon.in//Storite-Grocery-Shopping-Reinforced-40x20x33-cm/dp/B079T66RBW/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-130,SaiTech IT Pvt Ltd.,"['You will receive 2 quantity of green canvas strong bag for this order. Size :LxWxH : 40x20x33 cm.Liter Size :26.40 L. Dual reinforced handles to bottom of the bag for extra durability & thick bottom insert for extra strength to endure the heaviest loads while grocery shopping', 'Durable - made from heavy duty material, with handles being easily washable and made to last', 'Perfect size for family size trips to grocery store, great for bulky items since our bags fit up of milk bags when shopping for groceries. placing order.(Please Note : This bag is Medium size Please Check Dimension Before Placing Order)', 'Convenient - bags stand upright and stay open while you pack and unpack groceries, comes with convenient hanging loop for shopping and grocery store checkout lines - perfect for hanging outside for milk bag. making these the perfect bags for groceries and shopping', 'Long lasting, extra-large multipurpose reusable tote bags with a foldable, collapsible, lightweight design making storage and organisation easy and accessible. 1 Year Warranty']",,B079T66RBW
https://www.amazon.in//ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-131,ADISA,"['Material: Water Resistant Light-Weight Polyester<br>', 'Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>', 'Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>', 'Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>', 'Closure Type: Zipper<br>']"," Light weight and spacious laptop backpack with 2 compartments and 1 front easy-access pocket. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. ",B09TPVD964
https://www.amazon.in//Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1685024293&sprefix=ba%2Caps%2C283&sr=8-132,Gear,"['Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight', 'Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers', 'Padded Velcro\'ed Sleeve fits upto 15.6"" Laptop : Padded Base', 'Outer material type: Polyester']",,B097KGL2M5
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMDM0MTQ0NzM2MjUwODY0OjE2ODUwMjQyOTM6c3BfYnRmOjIwMDc4ODgzNDA4MTk4OjowOjo&url=%2FMOKOBARA-Overnighter-Expandable-Resistant-Detachable%2Fdp%2FB0B7WSXQ9W%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Designed By Mokobara Lifestyle Private Limited,"['CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes <br>', 'INDUSTRY BEST BACKPACK STORAGE: 45 x 31 x 13.5 cm Dimensions, 19L Capacity, Capacity with expansion: 23L, Fits upto a 16” laptop; FRONT POCKET TURNS INTO A SLING BAG: Detachable front pocket, Detachable belt to form sling bag <br>', 'MOST FEATURE RICH BACKPACK: USB Port:1, Power bank not included, Front suitcase compartment: Zippered mesh pockets to hold clothes for 2 days, slip pockets, Zippered water resistant toiletry pocket, Flat opening tech compartment: 5 pockets, Padded laptop compartment with lock strap, Expandable body, Hidden magnetic passport/phone pocket, Luggage sleeve, Hidden expandable water bottle/umbrella pocket <br>', 'MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>', 'Pattern Name: Solid; Age Range Description: Adult; Color Name: Headspace; Strap Type: Shoulder Strap; Lining Description: Polyester; Style Name: Casual <br>']",,B0B7WSXQ9W
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMDM0MTQ0NzM2MjUwODY0OjE2ODUwMjQyOTM6c3BfYnRmOjIwMTUzOTYyNDIxNTk4OjowOjo&url=%2FFUR-JADEN-Anti-Theft-Backpack-Professionals%2Fdp%2FB0C28K6JBP%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024293%26sprefix%3Dba%252Caps%252C283%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Fur Jaden,"['Care Instructions: Wipe with Damp Cloth', 'Fur Jaden Pro Series: Introducing our most premium, stylish and functional range of travel accessories. We craft signature pieces that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication.', 'Smart Anti-Theft Tech Backpack: Fur Jaden Pro V comes with an in-built USB Type-A and USB Type-C reversible charging port system to facilitiate safe and quick charging on the go. With reversible charging, charge the powerbank directly without having to remove it from your bag. Anti-Theft: This smart tech backpack comes with an anti-theft pocket on the back to store valuable documents, wallets, keys and other smaller essentials while travelling.', 'Multi Utility Compartments: Unique Barrel styled front compartment is spacious to house t-shirts and denims for a short weekend getaway. It also features a small utility pocket to hold wallets/ cardholders/keys. On the back, a 180 Degree openable padded compartment to store tablets/ kindle devices and laptops upto 15.6 Inches.', 'Innovative Design: Handcrafted with precision, this uniqely designed structured laptop backpack features two quick access front pockets to hold small accessories plus an additional side pocket to house the power bank which can also be used to store a 500ml water bottle.', 'Warranty: 1 Year Manufacturer Warranty Against Defects. Product Dimensions: 48 cm (H) x 30 cm (W) x 15 cm (D). Storage Volume: 22L.']",,B0C28K6JBP
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxOTI1MjI3MDY4NzQ2OTg0OjE2ODUwMjQyOTY6c3BfYXRmX25leHQ6MjAxNjA1NjM3MTk4OTg6OjA6Og&url=%2FMTRoyaldia-Waterproof-Backpack-Business-Charging%2Fdp%2FB0BZ896QTX%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024296%26sprefix%3Dba%252Caps%252C283%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,B0BZ896QTX,"['【MULTI-COMPARTMENT】Dimensions: 18.9 x 12.6 x 7.9 inches, One separate laptop compartment can fit up to 17 Inch Laptop and iPad. Spacious main compartment can accommodate lots of stuff such as college supplies, travel accessories, clothes, stationary, notebooks…etc. Perfect for weekend getaways, office work, business traveling and outdoor activities.', '【Hard shell & Waterproof 】Made of durable ABS hard shell on the front flap and waterproof oxford fabric. The Hard Shell Armor and waterproof material could protect your items from light rain and your laptops from shock.', '【Comfy & Convenient】Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Breathable and adjustable shoulder straps relieve the stress of shoulder. Luggage strap allows backpack to slide over the luggage tube, secure your backpack in place and convenient.', '【USB Port design】External USB port with set-in charging cable offers you more convenient way to charge your phone and other electronic devices everywhere. *Please noted that this backpack doesn’t power itself, USB charging port only offers an easy access to charge.']",,B0BZ896QTX
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxOTI1MjI3MDY4NzQ2OTg0OjE2ODUwMjQyOTY6c3BfYXRmX25leHQ6MjAxMDY2NzYyMzI1OTg6OjA6Og&url=%2FPolice-Polyester-Laptop-Spec-Backpack%2Fdp%2FB07ZB8NWTZ%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024296%26sprefix%3Dba%252Caps%252C283%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Torero Corporation Pvt Ltd,"['Care Instructions: Dry Clean Only', 'PRODUCT FEATURES: It is Lightweight and comfortable to carry with adjustable padded straps. This Backpack has decent capacity to store essentials with inside zipper pockets to put your private or valuable items. It also has Zipper closure for handy access. It is perfect for business, travelling, meeting, shopping and daily use.<br>', 'CRAFTSMANSHIP: Each Police backpack is aesthetically designed and hand crafted by expert smiths to ensure consistent superior quality and high value for customers.<br>', 'LAPTOP COMPARTMENT: Include Padded laptop compartment to ensure your laptop is safe. It is ideal for 15"" Laptop.<br>', 'Warranty Type:Manufacturer, ; months manufacturing Warranty on Manufacturing Defects only.<br>', 'Compartment Description: Up To 15 Inches; Color Name: Navy,Black; Age Range Description: Adult; Water Resistance Level: Water Resistant; Style Name: Casual; Pattern Name: Solid<br>']",,B07ZB8NWTZ
https://www.amazon.in//ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-131,ADISA,"['Material: Water Resistant Light-Weight Polyester<br>', 'Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>', 'Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>', 'Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>', 'Closure Type: Zipper<br>']"," Light weight and spacious laptop backpack with 2 compartments and 1 front easy-access pocket. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. ",B09TPY1G1W
https://www.amazon.in//TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-132,TRAWOC,"['Care Instructions: Hand Wash Only', 'SMART & TRENDY LOOKS: This Large 81 x 32 x 27 Cm rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack backpack for men and women looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. A premium travel backpack with spacious shoe compartment for a pair of shoes.', 'ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. Perfect for tourists on long travels, our spacious tour bag', 'INTEGRATED RAIN COVER: Our backpacks are ideal for travelling adventurers who encounter different weather conditions. The waterproof integrated rain cover and water-resistant fabric provide long-lasting protection for your gear. Stay prepared for any weather condition with our reliable backpacks.', '1 YEAR WARRANTY : Invest in this versatile bag with a 1-year manufacturer warranty, perfect for flight travel, backpackers, and bike riders alike. Enjoy peace of mind knowing your belongings are protected..']",,B0847PGZZM
https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-133,No,"['HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk', 'DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA', 'SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage', 'SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage', 'Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees']",,B099ZZ57FT
https://www.amazon.in//DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-134,28-Aug-18,"['Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>', 'Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>', 'Utility: Office, College, School, Camping, Weekend trip, Day trip<br>', 'Accessories shown in the picture are not part of the bag.<br>', 'Style Name: Daypack Backpacks; Color Name: Wht-Blk; Closure Type: Zipper; Strap Type: Shoulder Strap; Age Range Description: Kid; Warranty Description: No Warranty; Water Resistance Level: Water Resistant<br>']",,B07H193V57
https://www.amazon.in//F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-135,Uber Fashion Merchandise Pvt. Ltd.,"['One zippered compartment suitable for keys/napkins/wallet/mobile etc.', 'One inside pocket with two small sleeves for credit card/passport etc. This fanny pack is suitable for only 250ml bottle.', 'This fanny pack is water resistant.', 'Premium YKK Japanese Zippers& sliders with an adjustable waist strap.', 'Comes with The F Gear promise of quality and durability.']",,B0862LXJYT
https://www.amazon.in//FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-136,"Fatmug Designs, Delhi","['PRACTICAL AND ELEGANT:Made with Oxford Fabric, a stylish laptop bag for daily travel and short trips<br>; Age Range Description: Adult; Special Features: Laptop Compartment; Pocket Description: Utility Pocket; Style Name: Travel Backpacks<br><br>', 'Style Name: Travel Backpacks; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult<br>', 'Compartment Description: Greater Than 17 Inches; Water Resistance Level: Water Resistant<br>']",,B084LFX8ZZ
https://www.amazon.in//FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-137,15-Jul-18,"['KEY FEATURES - Grey Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.', 'Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag', 'Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.', 'Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.', 'WARRANTY- 6 Month Manufacturer Warranty. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.']",,B07FM9BSKW
https://www.amazon.in//Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1685024296&sprefix=ba%2Caps%2C283&sr=8-138,Waterproof Oxford Fabric,"['Capacity: 19 liters, Weight: 566gm<br> <br>', 'What’s new: Well-researched, upgraded fabric and hardware (zippers, rivets, gauge buttons) which is exclusively used to save you those extra bucks while maintaining the highest quality standards!! Light-weighted. Won’t add bulk and yet durable to sustain heavy weight.KEEP HOT WATER OR MILK WARM - Warm time of hot water or milk stored in the milk bottle pockets is 2 hours.<br> <br>', 'Pattern Name: Solid; Lining Description: Polyurethane; Age Range Description: Adult <br>']",,B07PKQ3WJZ
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxOTI1MjI3MDY4NzQ2OTg0OjE2ODUwMjQyOTY6c3BfbXRmOjIwMTA4NDc1MDc0Njk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BRMWDNZ7%2Fref%3Dsr_1_139_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024296%26sprefix%3Dba%252Caps%252C283%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Care Instructions: Wipe with Damp Cloth', 'Please reach out to our customer care at +91 8691800800 or email at\xa0customercare@uppercase.co.in\xa0for warranty registration and any query regarding the product.', 'Handcrafted with care and made up of premium quality robust material', 'Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty']",,B0BRMWDNZ7
